iid	pop	max_roh	sum_roh>4	n_roh>4	sum_roh>8	n_roh>8	sum_roh>12	n_roh>12	sum_roh>20	n_roh>20	lat	lon	age	study	clst	mean_cov	n_cov_snp	include_alt	region	color	economy
I8214	Iberia_Roman_o	0.0	0.0	0	0.0	0	0.0	0	0.0	0	42.1333	3.1083	1800.0	OlaldeScience2019	Iberia_Roman_o	0.670118	530342	1	Iberia	blue	Agriculture
DA111.SG	Czech_HallstattBylany.SG	12.630200000000013	56.82150100000002	6	43.92970100000003	4	12.630200000000013	1	0.0	0	50.5099972	14.05	2702.0	DamgaardNature2018	Czech_HallstattBylany.SG	0.863	529945	1	Central Europe	blue	Agriculture
ZHJ_BON024.A0101_Luk84	Anatolia_N	12.0234	16.641604000000015	2	12.0234	1	12.0234	1	0.0	0	37.75	32.866667	10190.0	FeldmanNatureCommunications2019	Anatolia_N	0.629825	529709	1	Aegan	plum	Aceramic Farmer
ZMOJ_BON014.A0101_Luk21	Anatolia_N	6.821098999999998	36.213294999999974	7	0.0	0	0.0	0	0.0	0	37.75	32.866667	9900.0	FeldmanNatureCommunications2019	Anatolia_N	0.646215	529618	1	Aegan	plum	Aceramic Farmer
NEO229.SG	UstBelaya_N.SG	12.454399	34.06190099999999	5	21.573499	2	12.454399	1	0.0	0	53.0	103.7	6586.0	SikoraNature2019	UstBelaya_N.SG	0.602807	529179	1	East Steppe	purple	Foraging
I2433	Poland_Globular_Amphora	30.359799	30.359799	1	30.359799	1	30.359799	1	30.359799	1	52.85	17.88333333	4950.0	MathiesonNature2018	Poland_Globular_Amphora	0.97	528330	1	Eastern Europe	blue	Agriculture
I0459	Iberia_BellBeaker	4.340791	4.340791	1	0.0	0	0.0	0	0.0	0	42.4	-3.75	4350.0	OlaldeNature2018	Iberia_BellBeaker	0.6579999999999999	527866	1	Iberia	blue	Agriculture
I11605	Iberia_LN_C	4.299903000000027	4.299903000000027	1	0.0	0	0.0	0	0.0	0	39.233333	-9.3	4750.0	OlaldeScience2019	Iberia_LN_C	0.686307	527631	1	Iberia	blue	Agriculture
I5023	Germany_BellBeaker	20.215505	67.09690699999999	5	53.861408999999995	3	53.861408999999995	3	20.215505	1	48.691	13.015999999999998	4200.0	OlaldeNature2018	Germany_BellBeaker	0.706	527557	1	Central Europe	blue	Agriculture
DA71.SG	Kyrgyzstan_TianShanHun.SG_daughter.DA385.SG	4.0476980000000005	4.0476980000000005	1	0.0	0	0.0	0	0.0	0	43.06861111	68.24888889	1637.0	DamgaardNature2018	Kyrgyzstan_TianShanHun.SG_daughter.DA385.SG	0.795	527277	1	Steppe	gold	Pastoralism
Even_7	Even	0.0	0.0	0	0.0	0	0.0	0	0.0	0	57.5	135.9	0.0	Lazaridis et al. 2014	Modern		526794	1	Even	gainsboro	
I3981	Iberia_Roman	14.481902000000002	41.883898000000016	5	14.481902000000002	1	14.481902000000002	1	0.0	0	37.1775	-3.6091666669999998	1450.0	OlaldeScience2019	Iberia_Roman	0.654293	526706	1	Iberia	blue	Agriculture
I2596	England_EBA_father.or.son.I2597	5.778001999999999	5.778001999999999	1	0.0	0	0.0	0	0.0	0	51.168023	-1.7725402	4105.0	OlaldeNature2018	England_EBA_father.or.son.I2597	0.841	525412	1	Britain	blue	Agriculture
I6935	India_RoopkundB	13.861597000000007	32.8017	4	23.488497999999996	2	13.861597000000007	1	0.0	0	30.24720461	79.73739624	144.0	HarneyNatureCommunications2019	India_RoopkundB	0.626898	524922	1	Central Asia	gray	Low Certainty
I2600	England_C_EBA_o_daughter.I2457	7.485000000000002	7.485000000000002	1	0.0	0	0.0	0	0.0	0	51.13	-1.69	3990.0	OlaldeNature2018	England_C_EBA_o_daughter.I2457	1.319	524726	1	Britain	blue	Agriculture
DA4.SG	Russia_Tagar.SG	6.5223	10.578788999999997	2	0.0	0	0.0	0	0.0	0	54.67583333	90.85361111	2850.0	DamgaardNature2018	Russia_Tagar.SG	0.745	524433	1	Steppe	gold	Pastoralism
I8203	Iberia_Hellenistic	5.5926	5.5926	1	0.0	0	0.0	0	0.0	0	42.1333	3.1083	2150.0	OlaldeScience2019	Iberia_Hellenistic	0.6643720000000001	524097	1	Iberia	blue	Agriculture
I2537	Chile_PicaOcho_700BP	6.845301000000004	48.906008000000035	10	0.0	0	0.0	0	0.0	0	-20.5072	-69.3346	645.0	PosthNakatsukaCell2018	Chile_PicaOcho_700BP	0.8540000000000001	523645	1	Andean	gray	Low Certainty
I0357	Russia_EBA_Yamnaya_Samara	4.483395000000002	4.483395000000002	1	0.0	0	0.0	0	0.0	0	53.64	50.655	4952.0	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	Russia_EBA_Yamnaya_Samara	0.625	523435	1	Steppe	gold	Pastoralism
I2337	Iran_C_TepeHissar	0.0	0.0	0	0.0	0	0.0	0	0.0	0	36.15444444	54.38361111	5530.0	NarasimhanPattersonScience2019	Iran_C_TepeHissar	0.673423	521911	1	Central Asia	blue	Agriculture
I0410	Iberia_EN	32.2081	105.96510599999998	13	56.868104	3	45.904401	2	32.2081	1	42.5	0.5	7130.0	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	Iberia_EN	1.305	521870	1	Iberia	blue	Agriculture
I11301	Iberia_C	0.0	0.0	0	0.0	0	0.0	0	0.0	0	43.0866	-2.2154	5050.0	OlaldeScience2019	Iberia_C	0.820909	521706	1	Iberia	blue	Agriculture
DA69.SG	Kyrgyzstan_TianShanHun.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	41.50138889	75.79472222	1516.0	DamgaardNature2018	Kyrgyzstan_TianShanHun.SG	0.892	521687	1	Steppe	gold	Pastoralism
I2752	Hungary_LateC_Baden	0.0	0.0	0	0.0	0	0.0	0	0.0	0	46.78469000000001	17.731714	5175.0	LipsonNature2017	Hungary_LateC_Baden	0.669	520804	1	Balkans	blue	Agriculture
I4945	Czech_BellBeaker	0.0	0.0	0	0.0	0	0.0	0	0.0	0	50.1217475	14.4569508	4168.0	OlaldeNature2018	Czech_BellBeaker	0.6829999999999999	520595	1	Central Europe	blue	Agriculture
AITI_120	Germany_Lech_EBA_brother.AITI_119.brother.AITI_86.son.AITI_87	6.8106990000000005	11.036800000000005	2	0.0	0	0.0	0	0.0	0	48.222809999999996	10.84499	3702.0	MittnikScience2019	Germany_Lech_EBA_brother.AITI_119.brother.AITI_86.son.AITI_87	1.19141	520272	1	Central Europe	blue	Agriculture
I7621	Russia_OldBeringSea_Ekven	14.328802	83.08361300000003	11	43.869504000000006	4	14.328802	1	0.0	0	66.161126	-169.822297	1355.0	FlegontovNature2019	Russia_OldBeringSea_Ekven	0.680578	520252	1	Bering Sea	purple	Foraging
CP23	Brazil_LapaDoSanto_9600BP	17.441701999999992	92.77011799999994	13	36.444902999999975	3	17.441701999999992	1	0.0	0	-19.47718333	-44.03805556	9657.0	PosthNakatsukaCell2018	Brazil_LapaDoSanto_9600BP	0.779	519639	1	Atlantic Coast	purple	Foraging
I2459	England_BellBeaker	5.5288	5.5288	1	0.0	0	0.0	0	0.0	0	51.168023	-1.7725402	4250.0	OlaldeNature2018	England_BellBeaker	1.33	519046	1	Britain	blue	Agriculture
I2654	Scotland_MBA	0.0	0.0	0	0.0	0	0.0	0	0.0	0	55.98	-2.8960000000000004	3278.0	OlaldeNature2018	Scotland_MBA	0.713	518165	1	Britain	blue	Agriculture
DA70.SG	Kyrgyzstan_TianShanHun.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	41.50138889	75.79472222	1821.0	DamgaardNature2018	Kyrgyzstan_TianShanHun.SG	0.8170000000000001	518089	1	Steppe	gold	Pastoralism
I4322	Kazakhstan_MLBA_KazakhMys	0.0	0.0	0	0.0	0	0.0	0	0.0	0	46.94785	79.98808333	3507.0	NarasimhanPattersonScience2019	Kazakhstan_MLBA_KazakhMys	0.841	518037	1	Steppe	gold	Pastoralism
I11474	Iran_BA1_ShahrISokhta	0.0	0.0	0	0.0	0	0.0	0	0.0	0	30.649857	61.400311	4600.0	NarasimhanPattersonScience2019	Iran_BA1_ShahrISokhta	0.8907309999999999	516701	1	Central Asia	blue	Agriculture
s19_IIa_1.SG	Estonia_Medieval.SG	5.9419010000000005	5.9419010000000005	1	0.0	0	0.0	0	0.0	0	58.5033	22.7425	685.0	SaagCurrentBiology2019	Estonia_Medieval.SG	0.585605	516698	1	Baltic Sea	blue	Agriculture
I6198	Pakistan_IA_Udegram	0.0	0.0	0	0.0	0	0.0	0	0.0	0	34.74319444	72.31421667	2950.0	NarasimhanPattersonScience2019	Pakistan_IA_Udegram	0.718819	515354	1	Central Asia	blue	Agriculture
R24.SG	Italy_C_BA.SG	12.394600999999994	23.78939599999999	3	12.394600999999994	1	12.394600999999994	1	0.0	0	40.8101044	8.4422073	5450.0	AntonioGaoMootsScience2019	Italy_C_BA.SG	0.593411	515065	1	Sardinia	blue	Agriculture
MJ-44.SG	Russia_MiddleSarmatian_SouthernUrals.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	53.858661	55.44873199999999	2217.0	JarveCurrentBiology2019	Russia_MiddleSarmatian_SouthernUrals.SG	0.6047779999999999	515008	1	Steppe	gold	Pastoralism
ZO2002	Russia_Caucasus_EBA_Yamnaya	9.934793999999991	37.004009999999994	6	17.954599000000005	2	0.0	0	0.0	0	45.659025	42.60675	4850.0	WangNatureCommunications2019	Russia_Caucasus_EBA_Yamnaya	0.813761	514467	1	Steppe	gold	Pastoralism
I0049	Germany_CordedWare	0.0	0.0	0	0.0	0	0.0	0	0.0	0	51.42	11.68	4287.0	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	Germany_CordedWare	0.649	514322	1	Central Europe	gold	Pastoralism
JK2911	Egypt_ThirdIntermediatePeriod	0.0	0.0	0	0.0	0	0.0	0	0.0	0	29.9	31.2	2614.0	ScheunemannNatureCommunications2017	Egypt_ThirdIntermediatePeriod	0.880832	514167	1	Levante	blue	Agriculture
I4553	Latvia_HG	11.231207999999993	44.39989200000002	7	19.682305999999997	2	0.0	0	0.0	0	56.2833	25.1333	7379.0	MathiesonNature2018	Latvia_HG	1.028	513811	1	Baltic Sea	purple	Foraging
R120.SG	Italy_LA.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	41.755225700000004	12.294892599999999	1450.0	AntonioGaoMootsScience2019	Italy_LA.SG	0.5633060000000001	513613	1	Central Italy	blue	Agriculture
I0354	Russia_Srubnaya_o	6.198203999999996	6.198203999999996	1	0.0	0	0.0	0	0.0	0	53.03	50.39	3803.0	NarasimhanPattersonScience2019 (supplement of MathiesonNature2018, which itself supplements MathiesonNature2015)	Russia_Srubnaya_o	0.611429	513208	1	Steppe	gold	Pastoralism
R25.SG	Italy_C_BA.SG	4.550200000000002	4.550200000000002	1	0.0	0	0.0	0	0.0	0	40.8101044	8.4422073	4150.0	AntonioGaoMootsScience2019	Italy_C_BA.SG	0.586313	512908	1	Sardinia	blue	Agriculture
I0409	Iberia_EN	11.218012000000009	47.40692500000004	7	19.820607000000035	2	0.0	0	0.0	0	42.5	0.5	7215.0	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	Iberia_EN	0.6859999999999999	511453	1	Iberia	blue	Agriculture
I12514	Iberia_Islamic	0.0	0.0	0	0.0	0	0.0	0	0.0	0	39.9333	-0.2	863.0	OlaldeScience2019	Iberia_Islamic	0.624929	511048	1	Iberia	blue	Agriculture
vik_stg026.SG	Sweden_Viking.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	59.617309999999996	17.72361	1054.0	KrzewinskaCurrentBiology2018	Sweden_Viking.SG	0.599119	510566	1	Baltic Sea	blue	Agriculture
I2441	Poland_Globular_Amphora	7.358200000000004	11.826808	2	0.0	0	0.0	0	0.0	0	52.85	17.88333333	5050.0	MathiesonNature2018	Poland_Globular_Amphora	0.752	510373	1	Eastern Europe	blue	Agriculture
I12451	Pakistan_IA_Butkara	0.0	0.0	0	0.0	0	0.0	0	0.0	0	34.76584167	72.34913333	2850.0	NarasimhanPattersonScience2019	Pakistan_IA_Butkara	0.742267	510322	1	Central Asia	blue	Agriculture
I2071	Russia_Afanasievo	8.682995999999997	34.802297	6	8.682995999999997	1	0.0	0	0.0	0	51.540683	85.907143	4968.0	NarasimhanPattersonScience2019	Russia_Afanasievo	0.635	509531	1	Steppe	gold	Pastoralism
RISE670.SG	Russia_BA_Okunevo.SG	19.720596	101.34989500000002	10	81.81710800000003	6	51.41020399999998	3	0.0	0	53.156486	90.20781099999999	3963.0	DamgaardScience2018	Russia_BA_Okunevo.SG	0.7	509040	1	Steppe	gold	Pastoralism
I3451	Kazakhstan_IA_Tasbas	11.412999000000001	11.412999000000001	1	11.412999000000001	1	0.0	0	0.0	0	45.13427	79.36794	2818.0	NarasimhanPattersonScience2019	Kazakhstan_IA_Tasbas	0.754	508194	1	Steppe	blue	Agriculture
CP19	Brazil_LapaDoSanto_9600BP_1d.rel.Lapa25	16.168300000000002	161.06337100000005	20	102.07578800000006	9	46.36309400000002	3	0.0	0	-19.47718333	-44.03805556	9880.0	PosthNakatsukaCell2018	Brazil_LapaDoSanto_9600BP_1d.rel.Lapa25	0.843	508166	1	Atlantic Coast	purple	Foraging
I4871	Serbia_Mesolithic_IronGates	8.037301999999997	16.572603	3	8.037301999999997	1	0.0	0	0.0	0	44.53368	22.05032000000001	8450.0	MathiesonNature2018	Serbia_Mesolithic_IronGates	0.669	507099	1	Balkans	purple	Foraging
MA2198_final.SG	Anatolia_IA.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	39.345805	33.788129999999995	2900.0	DamgaardScience2018	Anatolia_IA.SG	0.570802	506826	1	Aegan	blue	Agriculture
I0074	Greece_Minoan_Lassithi	5.1298019999999935	5.1298019999999935	1	0.0	0	0.0	0	0.0	0	35.08	25.83	4000.0	LazaridisNature2017	Greece_Minoan_Lassithi	0.8740000000000001	506434	1	Islands	blue	Agriculture
I6545	Pakistan_IA_Barikot	0.0	0.0	0	0.0	0	0.0	0	0.0	0	34.75700556	72.36238056	2826.0	NarasimhanPattersonScience2019	Pakistan_IA_Barikot	0.744737	506337	1	Central Asia	blue	Agriculture
R16.SG	Italy_N.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	43.72239610000001	13.033897099999999	7208.0	AntonioGaoMootsScience2019	Italy_N.SG	0.588326	506075	1	Central Italy	blue	Agriculture
R8.SG	Italy_N.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	41.96	13.54	7724.0	AntonioGaoMootsScience2019	Italy_N.SG	0.565487	504952	1	Central Italy	blue	Agriculture
I12034	Iberia_Visigoth_Girona	0.0	0.0	0	0.0	0	0.0	0	0.0	0	42.01656	2.814897	1350.0	OlaldeScience2019	Iberia_Visigoth_Girona	0.693136	504755	1	Iberia	blue	Agriculture
I6755_all.SG	England_N_all.SG	4.453897000000007	4.453897000000007	1	0.0	0	0.0	0	0.0	0	54.074439	-2.287284	5264.0	BraceDiekmannNatureEcologyEvolution2019	England_N_all.SG	0.558555	504135	1	Britain	blue	Agriculture
DA139.SG	Russia_Sarmatian.SG	26.928306000000006	50.47880599999999	4	44.80160599999999	3	26.928306000000006	1	26.928306000000006	1	47.293449	39.54598	2300.0	DamgaardNature2018	Russia_Sarmatian.SG	0.848	503063	1	Steppe	gold	Pastoralism
SZ12	Hungary_Langobard	0.0	0.0	0	0.0	0	0.0	0	0.0	0	46.28333333	17.85	1442.0	AmorimNatureCommunications2018	Hungary_Langobard	0.914452	503062	1	Balkans	blue	Agriculture
I3498	Croatia_MN_Sopot	0.0	0.0	0	0.0	0	0.0	0	0.0	0	45.338767	18.698860999999997	7698.0	MathiesonNature2018	Croatia_MN_Sopot	0.7170000000000001	502718	1	Balkans	blue	Agriculture
I12534	Kenya_EarlyPastoralN	0.0	0.0	0	0.0	0	0.0	0	0.0	0	-0.545	36.106	3982.0	PrendergastLipsonSawchukScience2019	Kenya_EarlyPastoralN	0.687178	502004	1	East Africa	gold	Pastoralism
I12471	Pakistan_IA_Katelai	0.0	0.0	0	0.0	0	0.0	0	0.0	0	34.76584167	72.34913333	2850.0	NarasimhanPattersonScience2019	Pakistan_IA_Katelai	0.739137	501631	1	Central Asia	blue	Agriculture
DA51.SG	Kyrgyzstan_TianShanSaka.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	41.42805556	75.32972222	2242.0	DamgaardNature2018	Kyrgyzstan_TianShanSaka.SG	0.746	500204	1	Steppe	gold	Pastoralism
I4263	Kazakhstan_MLBA_Karagash	0.0	0.0	0	0.0	0	0.0	0	0.0	0	48.78176667	76.45303333	3700.0	NarasimhanPattersonScience2019	Kazakhstan_MLBA_Karagash	1.085	499717	1	Steppe	gold	Pastoralism
I2423	Bulgaria_C	4.764498000000008	4.764498000000008	1	0.0	0	0.0	0	0.0	0	43.05777778	26.98361111	6388.0	MathiesonNature2018	Bulgaria_C	0.96	499639	1	Balkans	blue	Agriculture
R26.SG	Italy_C_BA.SG	7.953305000000012	12.332404000000007	2	0.0	0	0.0	0	0.0	0	40.8101044	8.4422073	4150.0	AntonioGaoMootsScience2019	Italy_C_BA.SG	0.5458149999999999	499217	1	Sardinia	blue	Agriculture
I6266	Russia_Caucasus_Maikop_Novosvobodnaya	8.022892999999987	17.543793999999984	3	8.022892999999987	1	0.0	0	0.0	0	44.385019	40.394588	5375.0	WangNatureCommunications2019	Russia_Caucasus_Maikop_Novosvobodnaya	0.6623399999999999	498628	1	Steppe	blue	Agriculture
I2601	England_C_EBA	5.756903000000002	10.203005000000019	2	0.0	0	0.0	0	0.0	0	51.33	1.36	3805.0	OlaldeNature2018	England_C_EBA	0.882	498474	1	Britain	blue	Agriculture
R19.SG	Italy_N.SG	7.1803989999999915	15.999900000000006	3	0.0	0	0.0	0	0.0	0	43.72239610000001	13.033897099999999	7233.0	AntonioGaoMootsScience2019	Italy_N.SG	0.5452640000000001	498407	1	Central Italy	blue	Agriculture
DA194.SG	Hungary_Scythian.SG	11.49100099999999	39.22760999999998	6	11.49100099999999	1	0.0	0	0.0	0	46.34444444	20.1625	2312.0	DamgaardNature2018	Hungary_Scythian.SG	0.754	498243	1	Balkans	gold	Pastoralism
I11305	Iberia_MN	0.0	0.0	0	0.0	0	0.0	0	0.0	0	41.4391	1.5733	4638.0	OlaldeScience2019	Iberia_MN	0.6640119999999999	497661	1	Iberia	blue	Agriculture
I5071	Croatia_EN_Impressa	11.397700999999993	28.96419899999999	3	20.965100999999986	2	0.0	0	0.0	0	43.351409999999994	16.461788000000002	7571.0	MathiesonNature2018	Croatia_EN_Impressa	0.66	497606	1	Balkans	blue	Agriculture
I7670	Russia_MLBA_Potapovka	6.387100000000001	20.538302	4	0.0	0	0.0	0	0.0	0	53.58975	50.57129167	3982.0	NarasimhanPattersonScience2019	Russia_MLBA_Potapovka	0.6041949999999999	497335	1	Steppe	gold	Pastoralism
I3718	Ukraine_N	11.754297999999983	18.74070099999998	2	11.754297999999983	1	0.0	0	0.0	0	48.91422	33.76493	7230.0	MathiesonNature2018	Ukraine_N	0.745935	496968	1	Black Sea	purple	Foraging
I3717	Ukraine_N	23.988801	23.988801	1	23.988801	1	23.988801	1	23.988801	1	48.91422	33.76493	7289.0	MathiesonNature2018	Ukraine_N	0.6709999999999999	496612	1	Black Sea	purple	Foraging
I1063	Russia_MLBA_Sintashta	4.0886039999999975	4.0886039999999975	1	0.0	0	0.0	0	0.0	0	52.81666667	60.46666667	3800.0	NarasimhanPattersonScience2019	Russia_MLBA_Sintashta	0.601	496245	1	Steppe	gold	Pastoralism
I0939	Russia_MLBA_Sintashta	11.875796000000001	50.033902000000005	7	20.253097	2	0.0	0	0.0	0	52.81666667	60.46666667	3800.0	NarasimhanPattersonScience2019	Russia_MLBA_Sintashta	0.606801	494646	1	Steppe	gold	Pastoralism
R81.SG	Italy_Imperial.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	41.9206851	12.4894765	1850.0	AntonioGaoMootsScience2019	Italy_Imperial.SG	0.542079	493666	1	Central Italy	blue	Agriculture
RISE600.SG	Russia_IA.SG	13.721108999999988	13.721108999999988	1	13.721108999999988	1	13.721108999999988	1	0.0	0	50.213	85.725	2450.0	AllentoftNature2015	Russia_IA.SG	0.718	493260	1	Steppe	gold	Pastoralism
I6618	Iberia_EBA	0.0	0.0	0	0.0	0	0.0	0	0.0	0	40.22	-3.76	3736.0	OlaldeScience2019	Iberia_EBA	0.628	491332	1	Iberia	gray	Low Certainty
DA359.SG	Russia_Lokomotiv_Eneolithic.SG	7.3102	21.72861100000002	4	0.0	0	0.0	0	0.0	0	52.286944	104.249167	7559.0	DamgaardScience2018	Russia_Lokomotiv_Eneolithic.SG	0.7	491149	1	East Steppe	purple	Foraging
POST_28	Germany_Lech_EBA	0.0	0.0	0	0.0	0	0.0	0	0.0	0	48.29573	10.89103	3917.0	MittnikScience2019	Germany_Lech_EBA	0.7195699999999999	490352	1	Central Europe	blue	Agriculture
NEO238.SG	DevilsCave_N.SG	20.302599	150.93289199999998	15	109.876089	7	99.138599	6	20.302599	1	44.5	135.4	7564.0	SikoraNature2019	DevilsCave_N.SG	0.5423140000000001	490214	1	all	purple	Foraging
Lovelock4.SG	USA_Nevada_LovelockCave_1850BP.SG	14.470506000000016	126.15270500000001	18	59.01789799999999	5	39.844204000000026	3	0.0	0	39.96	-118.56	1880.0	MorenoMayarScience2018	USA_Nevada_LovelockCave_1850BP.SG	0.527598	489663	1	Pacific NW	purple	Foraging
I0048_published	Germany_EN_LBK_published	0.0	0.0	0	0.0	0	0.0	0	0.0	0	51.89583333	11.04666667	7056.0	LipsonNature2017 (supplement of MathiesonNature2015, which itself was supplement of HaakLazaridis2015)	Germany_EN_LBK_published	0.493	489640	1	Central Europe	blue	Agriculture
I12481	Turkmenistan_C_Geoksyur	6.451196000000002	6.451196000000002	1	0.0	0	0.0	0	0.0	0	37.1907	61.0343	5100.0	NarasimhanPattersonScience2019	Turkmenistan_C_Geoksyur	0.782561	489463	1	Central Asia	blue	Agriculture
gun012.SG	Canary_Islands_Guanche.SG	17.580897999999998	100.086916	10	75.92840999999999	6	34.317699999999995	2	0.0	0	28.268611	-16.605556	1329.0	RodriguezVarelaCurrentBiology2017	Canary_Islands_Guanche.SG	0.548253	488777	1	Islands	blue	Agriculture
I1090	Russia_MLBA_Sintashta	13.912694999999996	25.121497999999992	3	13.912694999999996	1	13.912694999999996	1	0.0	0	52.81666667	60.46666667	3800.0	NarasimhanPattersonScience2019	Russia_MLBA_Sintashta	0.5820000000000001	488227	1	Steppe	gold	Pastoralism
I2327	Iran_IA_HajjiFiruz	0.0	0.0	0	0.0	0	0.0	0	0.0	0	36.9944	45.4744	3056.0	NarasimhanPattersonScience2019	Iran_IA_HajjiFiruz	0.641309	487276	1	Central Asia	blue	Agriculture
I1909	Hungary_C_Balaton_Lasinja	4.153597	4.153597	1	0.0	0	0.0	0	0.0	0	45.993	18.58127	6089.0	LipsonNature2017	Hungary_C_Balaton_Lasinja	0.637	486998	1	Balkans	blue	Agriculture
I3581	Iberia_Visigoth_Granada	11.039	17.908291999999996	2	11.039	1	0.0	0	0.0	0			1400.0	OlaldeScience2019	Iberia_Visigoth_Granada	0.701	486883	1	Iberia	blue	Agriculture
DA119.SG	Slovakia_Poprad.SG	4.0345010000000014	4.0345010000000014	1	0.0	0	0.0	0	0.0	0	49.07777778	20.31722222	1600.0	DamgaardNature2018	Slovakia_Poprad.SG	0.705	486640	1	Eastern Europe	blue	Agriculture
NEO230.SG	UstBelaya_EBA.SG	24.405700000000003	59.41510100000001	6	39.816201	2	39.816201	2	24.405700000000003	1	53.0	103.7	4899.0	SikoraNature2019	UstBelaya_EBA.SG	0.536289	486594	1	East Steppe	purple	Foraging
ZHAJ_BON034.A0101_Luk9	Anatolia_N	9.003901999999988	53.06399399999998	9	9.003901999999988	1	0.0	0	0.0	0	37.75	32.866667	9900.0	FeldmanNatureCommunications2019	Anatolia_N	0.567341	486511	1	Aegan	plum	Aceramic Farmer
I1901	Hungary_LN_Lengyel	4.096793999999981	4.096793999999981	1	0.0	0	0.0	0	0.0	0	47.102645	17.912987	6600.0	LipsonNature2017	Hungary_LN_Lengyel	0.619	486293	1	Eastern Europe	blue	Agriculture
R109.SG	Italy_LA_oCentralEuropean.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	41.8947764	12.4762658	1450.0	AntonioGaoMootsScience2019	Italy_LA_oCentralEuropean.SG	0.53791	485711	1	Central Italy	blue	Agriculture
I5665	Iberia_BellBeaker	4.145301000000002	4.145301000000002	1	0.0	0	0.0	0	0.0	0			4250.0	OlaldeNature2018	Iberia_BellBeaker	0.5710000000000001	485594	1	Iberia	blue	Agriculture
I2566	England_C_EBA	5.349398000000005	5.349398000000005	1	0.0	0	0.0	0	0.0	0	51.168023	-1.7725402	4070.0	OlaldeNature2018	England_C_EBA	2.259	485091	1	Britain	blue	Agriculture
Turlojiske3	Lithuania_BA	5.084496999999999	9.409496	2	0.0	0	0.0	0	0.0	0	54.362324	23.333318	2855.0	MittnikNatureCommunications2018	Lithuania_BA	0.644469	484441	1	Baltic Sea	blue	Agriculture
DA59.SG	Kyrgyzstan_TianShanSaka.SG_brother.DA57.SG	4.0253	4.0253	1	0.0	0	0.0	0	0.0	0	43.06861111	68.24888889	2157.0	DamgaardNature2018	Kyrgyzstan_TianShanSaka.SG_brother.DA57.SG	0.705	484188	1	Steppe	gold	Pastoralism
DA336.SG	Russia_Shamanka_EBA.SG	36.29140000000001	189.542301	19	122.96	7	93.666001	4	61.8444	2	51.698333	103.703056	4200.0	DamgaardScience2018	Russia_Shamanka_EBA.SG	0.7	483510	1	East Steppe	purple	Foraging
I1770	England_BellBeaker	4.536299999999999	4.536299999999999	1	0.0	0	0.0	0	0.0	0	54.201949	-0.434355	3950.0	OlaldeNature2018	England_BellBeaker	0.778	483474	1	Britain	blue	Agriculture
I7635	England_C_EBA	11.720601000000006	11.720601000000006	1	11.720601000000006	1	0.0	0	0.0	0	54.522812	-1.308134	4037.0	OlaldeNature2018	England_C_EBA	0.619524	482834	1	Britain	blue	Agriculture
I6552	Pakistan_H_Butkara_mother.I6549	0.0	0.0	0	0.0	0	0.0	0	0.0	0	34.76140556	72.37008056	2050.0	NarasimhanPattersonScience2019	Pakistan_H_Butkara_mother.I6549	0.683765	481782	1	Central Asia	blue	Agriculture
tem002.SG	Russia_Late_Sarmatian.SG	7.039099999999998	7.039099999999998	1	0.0	0	0.0	0	0.0	0	52.9851	58.1243	1790.0	KrzewinskaScienceAdvances2018	Russia_Late_Sarmatian.SG	0.562775	481368	1	Steppe	gold	Pastoralism
SB379D2_lib.SG	England_N.SG	14.628601999999999	27.32920200000001	2	27.32920200000001	2	27.32920200000001	2	0.0	0	53.07980300000001	-1.640942	5557.0	BraceNatureEcologyEvolution2019	England_N.SG	0.592587	481183	1	Britain	blue	Agriculture
DA191.SG	Hungary_Scythian.SG	13.678299999999988	17.715703999999988	2	13.678299999999988	1	13.678299999999988	1	0.0	0	47.55944444	20.70805556	2524.0	DamgaardNature2018	Hungary_Scythian.SG	0.889	478541	1	Eastern Europe	gold	Pastoralism
I0124	Russia_HG_Samara	7.9868	16.9353	3	0.0	0	0.0	0	0.0	0	53.680623	50.675349	7549.0	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	Russia_HG_Samara	0.598	477876	1	Steppe	purple	Foraging
I2634	Scotland_N	0.0	0.0	0	0.0	0	0.0	0	0.0	0	58.54	-3.5980000000000003	5569.0	OlaldeNature2018	Scotland_N	0.775	477633	1	Britain	blue	Agriculture
